Date (DD.MM.YYYY);Index Code;Endeksler;Index Names In English;Number of Days;Value
12.04.2016;XU100;BIST 100;BIST 100;63;19.75
12.04.2016;XU100;BIST 100;BIST 100;126;22.17
12.04.2016;XU100;BIST 100;BIST 100;252;22.11
13.04.2016;XU100;BIST 100;BIST 100;21;21.47
13.04.2016;XU100;BIST 100;BIST 100;42;19.29
13.04.2016;XU100;BIST 100;BIST 100;63;19.96
13.04.2016;XU100;BIST 100;BIST 100;126;22.35
13.04.2016;XU100;BIST 100;BIST 100;252;22.20
14.04.2016;XU100;BIST 100;BIST 100;21;21.49
14.04.2016;XU100;BIST 100;BIST 100;42;19.26
14.04.2016;XU100;BIST 100;BIST 100;63;19.95
14.04.2016;XU100;BIST 100;BIST 100;126;22.25
14.04.2016;XU100;BIST 100;BIST 100;252;22.16
15.04.2016;XU100;BIST 100;BIST 100;21;20.19
15.04.2016;XU100;BIST 100;BIST 100;42;18.59
15.04.2016;XU100;BIST 100;BIST 100;63;19.97
15.04.2016;XU100;BIST 100;BIST 100;126;22.22
15.04.2016;XU100;BIST 100;BIST 100;252;22.17
18.04.2016;XU100;BIST 100;BIST 100;21;19.47
18.04.2016;XU100;BIST 100;BIST 100;42;18.59
18.04.2016;XU100;BIST 100;BIST 100;63;19.42
18.04.2016;XU100;BIST 100;BIST 100;126;22.21
18.04.2016;XU100;BIST 100;BIST 100;252;22.18
19.04.2016;XU100;BIST 100;BIST 100;21;19.45
19.04.2016;XU100;BIST 100;BIST 100;42;18.48
19.04.2016;XU100;BIST 100;BIST 100;63;19.08
19.04.2016;XU100;BIST 100;BIST 100;126;22.20
19.04.2016;XU100;BIST 100;BIST 100;252;22.06
20.04.2016;XU100;BIST 100;BIST 100;21;18.27
20.04.2016;XU100;BIST 100;BIST 100;42;17.92
20.04.2016;XU100;BIST 100;BIST 100;63;18.77
20.04.2016;XU100;BIST 100;BIST 100;126;22.23
20.04.2016;XU100;BIST 100;BIST 100;252;22.06
21.04.2016;XU100;BIST 100;BIST 100;21;16.96
21.04.2016;XU100;BIST 100;BIST 100;42;17.88
21.04.2016;XU100;BIST 100;BIST 100;63;18.77
21.04.2016;XU100;BIST 100;BIST 100;126;22.17
21.04.2016;XU100;BIST 100;BIST 100;252;21.97
22.04.2016;XU100;BIST 100;BIST 100;21;16.66
22.04.2016;XU100;BIST 100;BIST 100;42;17.02
22.04.2016;XU100;BIST 100;BIST 100;63;18.53
22.04.2016;XU100;BIST 100;BIST 100;126;22.14
22.04.2016;XU100;BIST 100;BIST 100;252;21.94
25.04.2016;XU100;BIST 100;BIST 100;21;17.05
25.04.2016;XU100;BIST 100;BIST 100;42;17.01
25.04.2016;XU100;BIST 100;BIST 100;63;18.67
25.04.2016;XU100;BIST 100;BIST 100;126;22.17
25.04.2016;XU100;BIST 100;BIST 100;252;21.96
26.04.2016;XU100;BIST 100;BIST 100;21;17.13
26.04.2016;XU100;BIST 100;BIST 100;42;16.96
26.04.2016;XU100;BIST 100;BIST 100;63;18.69
26.04.2016;XU100;BIST 100;BIST 100;126;22.15
26.04.2016;XU100;BIST 100;BIST 100;252;21.97
27.04.2016;XU100;BIST 100;BIST 100;21;17.27
27.04.2016;XU100;BIST 100;BIST 100;42;16.93
27.04.2016;XU100;BIST 100;BIST 100;63;18.59
27.04.2016;XU100;BIST 100;BIST 100;126;20.89
27.04.2016;XU100;BIST 100;BIST 100;252;21.84
28.04.2016;XU100;BIST 100;BIST 100;21;16.70
28.04.2016;XU100;BIST 100;BIST 100;42;16.93
28.04.2016;XU100;BIST 100;BIST 100;63;18.58
28.04.2016;XU100;BIST 100;BIST 100;126;20.85
28.04.2016;XU100;BIST 100;BIST 100;252;21.85
29.04.2016;XU100;BIST 100;BIST 100;21;16.71
29.04.2016;XU100;BIST 100;BIST 100;42;16.85
29.04.2016;XU100;BIST 100;BIST 100;63;18.34
29.04.2016;XU100;BIST 100;BIST 100;126;20.81
29.04.2016;XU100;BIST 100;BIST 100;252;21.83
02.05.2016;XU100;BIST 100;BIST 100;21;17.43
02.05.2016;XU100;BIST 100;BIST 100;42;17.54
02.05.2016;XU100;BIST 100;BIST 100;63;18.71
02.05.2016;XU100;BIST 100;BIST 100;126;20.93
02.05.2016;XU100;BIST 100;BIST 100;252;21.87
03.05.2016;XU100;BIST 100;BIST 100;21;19.85
03.05.2016;XU100;BIST 100;BIST 100;42;19.52
03.05.2016;XU100;BIST 100;BIST 100;63;19.76
03.05.2016;XU100;BIST 100;BIST 100;126;21.38
03.05.2016;XU100;BIST 100;BIST 100;252;22.13
04.05.2016;XU100;BIST 100;BIST 100;21;20.69
04.05.2016;XU100;BIST 100;BIST 100;42;20.23
04.05.2016;XU100;BIST 100;BIST 100;63;20.23
04.05.2016;XU100;BIST 100;BIST 100;126;21.59
04.05.2016;XU100;BIST 100;BIST 100;252;22.15
05.05.2016;XU100;BIST 100;BIST 100;21;20.09
05.05.2016;XU100;BIST 100;BIST 100;42;20.34
05.05.2016;XU100;BIST 100;BIST 100;63;19.34
05.05.2016;XU100;BIST 100;BIST 100;126;21.57
05.05.2016;XU100;BIST 100;BIST 100;252;22.15
06.05.2016;XU100;BIST 100;BIST 100;21;20.09
06.05.2016;XU100;BIST 100;BIST 100;42;20.11
06.05.2016;XU100;BIST 100;BIST 100;63;19.27
06.05.2016;XU100;BIST 100;BIST 100;126;21.55
06.05.2016;XU100;BIST 100;BIST 100;252;22.14
09.05.2016;XU100;BIST 100;BIST 100;21;19.43
09.05.2016;XU100;BIST 100;BIST 100;42;20.20
09.05.2016;XU100;BIST 100;BIST 100;63;19.33
09.05.2016;XU100;BIST 100;BIST 100;126;21.58
09.05.2016;XU100;BIST 100;BIST 100;252;22.13
10.05.2016;XU100;BIST 100;BIST 100;21;18.11
10.05.2016;XU100;BIST 100;BIST 100;42;20.19
10.05.2016;XU100;BIST 100;BIST 100;63;19.22
10.05.2016;XU100;BIST 100;BIST 100;126;21.58
10.05.2016;XU100;BIST 100;BIST 100;252;22.11
11.05.2016;XU100;BIST 100;BIST 100;21;18.22
11.05.2016;XU100;BIST 100;BIST 100;42;20.07
11.05.2016;XU100;BIST 100;BIST 100;63;19.22
11.05.2016;XU100;BIST 100;BIST 100;126;21.53
11.05.2016;XU100;BIST 100;BIST 100;252;22.11
12.05.2016;XU100;BIST 100;BIST 100;21;15.79
12.05.2016;XU100;BIST 100;BIST 100;42;19.92
12.05.2016;XU100;BIST 100;BIST 100;63;19.34
12.05.2016;XU100;BIST 100;BIST 100;126;21.57
12.05.2016;XU100;BIST 100;BIST 100;252;22.09
13.05.2016;XU100;BIST 100;BIST 100;21;15.68
13.05.2016;XU100;BIST 100;BIST 100;42;19.95
13.05.2016;XU100;BIST 100;BIST 100;63;19.40
13.05.2016;XU100;BIST 100;BIST 100;126;21.56
13.05.2016;XU100;BIST 100;BIST 100;252;22.08
16.05.2016;XU100;BIST 100;BIST 100;21;15.78
16.05.2016;XU100;BIST 100;BIST 100;42;19.06
16.05.2016;XU100;BIST 100;BIST 100;63;18.91
16.05.2016;XU100;BIST 100;BIST 100;126;21.61
16.05.2016;XU100;BIST 100;BIST 100;252;22.06
17.05.2016;XU100;BIST 100;BIST 100;21;15.31
17.05.2016;XU100;BIST 100;BIST 100;42;18.42
17.05.2016;XU100;BIST 100;BIST 100;63;18.85
17.05.2016;XU100;BIST 100;BIST 100;126;21.61
17.05.2016;XU100;BIST 100;BIST 100;252;22.04
18.05.2016;XU100;BIST 100;BIST 100;21;15.33
18.05.2016;XU100;BIST 100;BIST 100;42;18.34
18.05.2016;XU100;BIST 100;BIST 100;63;18.80
18.05.2016;XU100;BIST 100;BIST 100;126;21.55
18.05.2016;XU100;BIST 100;BIST 100;252;22.00
20.05.2016;XU100;BIST 100;BIST 100;21;15.45
20.05.2016;XU100;BIST 100;BIST 100;42;17.96
20.05.2016;XU100;BIST 100;BIST 100;63;18.30
20.05.2016;XU100;BIST 100;BIST 100;126;20.66
20.05.2016;XU100;BIST 100;BIST 100;252;22.00
23.05.2016;XU100;BIST 100;BIST 100;21;15.71
23.05.2016;XU100;BIST 100;BIST 100;42;17.62
23.05.2016;XU100;BIST 100;BIST 100;63;18.26
23.05.2016;XU100;BIST 100;BIST 100;126;20.65
23.05.2016;XU100;BIST 100;BIST 100;252;22.00
24.05.2016;XU100;BIST 100;BIST 100;21;20.52
24.05.2016;XU100;BIST 100;BIST 100;42;19.34
24.05.2016;XU100;BIST 100;BIST 100;63;19.04
24.05.2016;XU100;BIST 100;BIST 100;126;20.91
24.05.2016;XU100;BIST 100;BIST 100;252;22.25
25.05.2016;XU100;BIST 100;BIST 100;21;20.59
25.05.2016;XU100;BIST 100;BIST 100;42;19.48
25.05.2016;XU100;BIST 100;BIST 100;63;18.96
25.05.2016;XU100;BIST 100;BIST 100;126;20.94
25.05.2016;XU100;BIST 100;BIST 100;252;22.26
26.05.2016;XU100;BIST 100;BIST 100;21;20.22
26.05.2016;XU100;BIST 100;BIST 100;42;19.54
26.05.2016;XU100;BIST 100;BIST 100;63;19.01
26.05.2016;XU100;BIST 100;BIST 100;126;20.95
26.05.2016;XU100;BIST 100;BIST 100;252;22.05
27.05.2016;XU100;BIST 100;BIST 100;21;20.27
27.05.2016;XU100;BIST 100;BIST 100;42;19.49
27.05.2016;XU100;BIST 100;BIST 100;63;18.88
27.05.2016;XU100;BIST 100;BIST 100;126;20.75
27.05.2016;XU100;BIST 100;BIST 100;252;22.02
30.05.2016;XU100;BIST 100;BIST 100;21;20.52
30.05.2016;XU100;BIST 100;BIST 100;42;19.21
30.05.2016;XU100;BIST 100;BIST 100;63;18.91
30.05.2016;XU100;BIST 100;BIST 100;126;20.76
30.05.2016;XU100;BIST 100;BIST 100;252;21.90
31.05.2016;XU100;BIST 100;BIST 100;21;20.58
31.05.2016;XU100;BIST 100;BIST 100;42;19.26
31.05.2016;XU100;BIST 100;BIST 100;63;18.90
31.05.2016;XU100;BIST 100;BIST 100;126;20.73
31.05.2016;XU100;BIST 100;BIST 100;252;21.89
01.06.2016;XU100;BIST 100;BIST 100;21;20.14
01.06.2016;XU100;BIST 100;BIST 100;42;19.23
01.06.2016;XU100;BIST 100;BIST 100;63;19.00
01.06.2016;XU100;BIST 100;BIST 100;126;20.65
01.06.2016;XU100;BIST 100;BIST 100;252;21.90
02.06.2016;XU100;BIST 100;BIST 100;21;17.39
02.06.2016;XU100;BIST 100;BIST 100;42;18.69
02.06.2016;XU100;BIST 100;BIST 100;63;19.08
02.06.2016;XU100;BIST 100;BIST 100;126;20.69
02.06.2016;XU100;BIST 100;BIST 100;252;21.31
03.06.2016;XU100;BIST 100;BIST 100;21;18.42
03.06.2016;XU100;BIST 100;BIST 100;42;19.62
03.06.2016;XU100;BIST 100;BIST 100;63;19.67
03.06.2016;XU100;BIST 100;BIST 100;126;20.90
03.06.2016;XU100;BIST 100;BIST 100;252;21.44
06.06.2016;XU100;BIST 100;BIST 100;21;18.33
06.06.2016;XU100;BIST 100;BIST 100;42;19.27
06.06.2016;XU100;BIST 100;BIST 100;63;19.70
06.06.2016;XU100;BIST 100;BIST 100;126;20.73
06.06.2016;XU100;BIST 100;BIST 100;252;21.35
07.06.2016;XU100;BIST 100;BIST 100;21;18.37
07.06.2016;XU100;BIST 100;BIST 100;42;19.29
07.06.2016;XU100;BIST 100;BIST 100;63;19.54
07.06.2016;XU100;BIST 100;BIST 100;126;20.28
07.06.2016;XU100;BIST 100;BIST 100;252;21.31
08.06.2016;XU100;BIST 100;BIST 100;21;18.36
08.06.2016;XU100;BIST 100;BIST 100;42;18.96
08.06.2016;XU100;BIST 100;BIST 100;63;19.61
08.06.2016;XU100;BIST 100;BIST 100;126;19.87
08.06.2016;XU100;BIST 100;BIST 100;252;21.33
09.06.2016;XU100;BIST 100;BIST 100;21;18.95
09.06.2016;XU100;BIST 100;BIST 100;42;18.63
09.06.2016;XU100;BIST 100;BIST 100;63;19.79
09.06.2016;XU100;BIST 100;BIST 100;126;19.88
09.06.2016;XU100;BIST 100;BIST 100;252;21.28
10.06.2016;XU100;BIST 100;BIST 100;21;19.20
10.06.2016;XU100;BIST 100;BIST 100;42;18.75
10.06.2016;XU100;BIST 100;BIST 100;63;19.80
10.06.2016;XU100;BIST 100;BIST 100;126;19.14
10.06.2016;XU100;BIST 100;BIST 100;252;21.25
13.06.2016;XU100;BIST 100;BIST 100;21;19.04
13.06.2016;XU100;BIST 100;BIST 100;42;17.67
13.06.2016;XU100;BIST 100;BIST 100;63;19.64
13.06.2016;XU100;BIST 100;BIST 100;126;19.11
13.06.2016;XU100;BIST 100;BIST 100;252;21.25
14.06.2016;XU100;BIST 100;BIST 100;21;19.21
14.06.2016;XU100;BIST 100;BIST 100;42;17.74
14.06.2016;XU100;BIST 100;BIST 100;63;19.71
14.06.2016;XU100;BIST 100;BIST 100;126;19.10
14.06.2016;XU100;BIST 100;BIST 100;252;21.22
15.06.2016;XU100;BIST 100;BIST 100;21;19.08
15.06.2016;XU100;BIST 100;BIST 100;42;17.88
15.06.2016;XU100;BIST 100;BIST 100;63;19.07
15.06.2016;XU100;BIST 100;BIST 100;126;18.96
15.06.2016;XU100;BIST 100;BIST 100;252;21.22
16.06.2016;XU100;BIST 100;BIST 100;21;20.20
16.06.2016;XU100;BIST 100;BIST 100;42;18.15
16.06.2016;XU100;BIST 100;BIST 100;63;19.03
16.06.2016;XU100;BIST 100;BIST 100;126;19.12
16.06.2016;XU100;BIST 100;BIST 100;252;21.28
17.06.2016;XU100;BIST 100;BIST 100;21;20.59
17.06.2016;XU100;BIST 100;BIST 100;42;18.44
17.06.2016;XU100;BIST 100;BIST 100;63;19.12
17.06.2016;XU100;BIST 100;BIST 100;126;19.16
17.06.2016;XU100;BIST 100;BIST 100;252;21.30
20.06.2016;XU100;BIST 100;BIST 100;21;22.35
20.06.2016;XU100;BIST 100;BIST 100;42;19.82
20.06.2016;XU100;BIST 100;BIST 100;63;19.61
20.06.2016;XU100;BIST 100;BIST 100;126;19.46
20.06.2016;XU100;BIST 100;BIST 100;252;21.44
21.06.2016;XU100;BIST 100;BIST 100;21;22.29
21.06.2016;XU100;BIST 100;BIST 100;42;19.81
21.06.2016;XU100;BIST 100;BIST 100;63;19.34
21.06.2016;XU100;BIST 100;BIST 100;126;19.46
21.06.2016;XU100;BIST 100;BIST 100;252;21.42
22.06.2016;XU100;BIST 100;BIST 100;21;18.82
22.06.2016;XU100;BIST 100;BIST 100;42;19.78
22.06.2016;XU100;BIST 100;BIST 100;63;19.18
22.06.2016;XU100;BIST 100;BIST 100;126;19.47
22.06.2016;XU100;BIST 100;BIST 100;252;21.42
23.06.2016;XU100;BIST 100;BIST 100;21;18.86
23.06.2016;XU100;BIST 100;BIST 100;42;19.93
23.06.2016;XU100;BIST 100;BIST 100;63;19.28
23.06.2016;XU100;BIST 100;BIST 100;126;19.51
23.06.2016;XU100;BIST 100;BIST 100;252;21.33
24.06.2016;XU100;BIST 100;BIST 100;21;21.98
24.06.2016;XU100;BIST 100;BIST 100;42;21.24
24.06.2016;XU100;BIST 100;BIST 100;63;20.40
24.06.2016;XU100;BIST 100;BIST 100;126;20.10
24.06.2016;XU100;BIST 100;BIST 100;252;21.59
27.06.2016;XU100;BIST 100;BIST 100;21;21.98
27.06.2016;XU100;BIST 100;BIST 100;42;21.24
27.06.2016;XU100;BIST 100;BIST 100;63;20.36
27.06.2016;XU100;BIST 100;BIST 100;126;20.05
27.06.2016;XU100;BIST 100;BIST 100;252;21.58
28.06.2016;XU100;BIST 100;BIST 100;21;23.42
28.06.2016;XU100;BIST 100;BIST 100;42;22.15
28.06.2016;XU100;BIST 100;BIST 100;63;20.71
28.06.2016;XU100;BIST 100;BIST 100;126;20.10
28.06.2016;XU100;BIST 100;BIST 100;252;21.71
29.06.2016;XU100;BIST 100;BIST 100;21;23.24
29.06.2016;XU100;BIST 100;BIST 100;42;22.15
29.06.2016;XU100;BIST 100;BIST 100;63;20.68
29.06.2016;XU100;BIST 100;BIST 100;126;19.95
29.06.2016;XU100;BIST 100;BIST 100;252;21.69
30.06.2016;XU100;BIST 100;BIST 100;21;23.01
30.06.2016;XU100;BIST 100;BIST 100;42;21.84
30.06.2016;XU100;BIST 100;BIST 100;63;20.60
30.06.2016;XU100;BIST 100;BIST 100;126;19.95
30.06.2016;XU100;BIST 100;BIST 100;252;21.65
01.07.2016;XU100;BIST 100;BIST 100;21;23.26
01.07.2016;XU100;BIST 100;BIST 100;42;20.77
01.07.2016;XU100;BIST 100;BIST 100;63;20.48
01.07.2016;XU100;BIST 100;BIST 100;126;20.03
01.07.2016;XU100;BIST 100;BIST 100;252;21.68
04.07.2016;XU100;BIST 100;BIST 100;21;21.84
04.07.2016;XU100;BIST 100;BIST 100;42;20.22
04.07.2016;XU100;BIST 100;BIST 100;63;20.42
04.07.2016;XU100;BIST 100;BIST 100;126;20.03
04.07.2016;XU100;BIST 100;BIST 100;252;21.64
08.07.2016;XU100;BIST 100;BIST 100;21;21.81
08.07.2016;XU100;BIST 100;BIST 100;42;20.14
08.07.2016;XU100;BIST 100;BIST 100;63;20.16
08.07.2016;XU100;BIST 100;BIST 100;126;19.96
08.07.2016;XU100;BIST 100;BIST 100;252;21.51
11.07.2016;XU100;BIST 100;BIST 100;21;22.35
11.07.2016;XU100;BIST 100;BIST 100;42;20.47
11.07.2016;XU100;BIST 100;BIST 100;63;20.40
11.07.2016;XU100;BIST 100;BIST 100;126;20.05
11.07.2016;XU100;BIST 100;BIST 100;252;21.56
12.07.2016;XU100;BIST 100;BIST 100;21;23.56
12.07.2016;XU100;BIST 100;BIST 100;42;21.15
12.07.2016;XU100;BIST 100;BIST 100;63;20.69
12.07.2016;XU100;BIST 100;BIST 100;126;20.27
12.07.2016;XU100;BIST 100;BIST 100;252;21.68
13.07.2016;XU100;BIST 100;BIST 100;21;22.89
13.07.2016;XU100;BIST 100;BIST 100;42;21.13
13.07.2016;XU100;BIST 100;BIST 100;63;20.37
13.07.2016;XU100;BIST 100;BIST 100;126;20.23
13.07.2016;XU100;BIST 100;BIST 100;252;21.68
14.07.2016;XU100;BIST 100;BIST 100;21;22.84
14.07.2016;XU100;BIST 100;BIST 100;42;21.43
14.07.2016;XU100;BIST 100;BIST 100;63;20.61
14.07.2016;XU100;BIST 100;BIST 100;126;20.29
14.07.2016;XU100;BIST 100;BIST 100;252;21.73
15.07.2016;XU100;BIST 100;BIST 100;21;22.66
15.07.2016;XU100;BIST 100;BIST 100;42;21.28
15.07.2016;XU100;BIST 100;BIST 100;63;20.07
15.07.2016;XU100;BIST 100;BIST 100;126;20.21
15.07.2016;XU100;BIST 100;BIST 100;252;21.73
18.07.2016;XU100;BIST 100;BIST 100;21;34.40
18.07.2016;XU100;BIST 100;BIST 100;42;27.91
18.07.2016;XU100;BIST 100;BIST 100;63;24.74
18.07.2016;XU100;BIST 100;BIST 100;126;22.78
18.07.2016;XU100;BIST 100;BIST 100;252;22.87
19.07.2016;XU100;BIST 100;BIST 100;21;34.53
19.07.2016;XU100;BIST 100;BIST 100;42;27.90
19.07.2016;XU100;BIST 100;BIST 100;63;24.79
19.07.2016;XU100;BIST 100;BIST 100;126;22.83
19.07.2016;XU100;BIST 100;BIST 100;252;22.89
20.07.2016;XU100;BIST 100;BIST 100;21;34.28
20.07.2016;XU100;BIST 100;BIST 100;42;28.17
20.07.2016;XU100;BIST 100;BIST 100;63;24.87
20.07.2016;XU100;BIST 100;BIST 100;126;22.76
20.07.2016;XU100;BIST 100;BIST 100;252;22.94
21.07.2016;XU100;BIST 100;BIST 100;21;37.31
21.07.2016;XU100;BIST 100;BIST 100;42;30.15
21.07.2016;XU100;BIST 100;BIST 100;63;26.29
21.07.2016;XU100;BIST 100;BIST 100;126;23.56
21.07.2016;XU100;BIST 100;BIST 100;252;23.10
22.07.2016;XU100;BIST 100;BIST 100;21;35.83
22.07.2016;XU100;BIST 100;BIST 100;42;30.07
22.07.2016;XU100;BIST 100;BIST 100;63;26.28
22.07.2016;XU100;BIST 100;BIST 100;126;23.32
22.07.2016;XU100;BIST 100;BIST 100;252;23.10
25.07.2016;XU100;BIST 100;BIST 100;21;37.96
25.07.2016;XU100;BIST 100;BIST 100;42;31.19
25.07.2016;XU100;BIST 100;BIST 100;63;27.24
25.07.2016;XU100;BIST 100;BIST 100;126;23.78
25.07.2016;XU100;BIST 100;BIST 100;252;23.28
26.07.2016;XU100;BIST 100;BIST 100;21;37.98
26.07.2016;XU100;BIST 100;BIST 100;42;29.99
26.07.2016;XU100;BIST 100;BIST 100;63;27.24
26.07.2016;XU100;BIST 100;BIST 100;126;23.67
26.07.2016;XU100;BIST 100;BIST 100;252;23.27
27.07.2016;XU100;BIST 100;BIST 100;21;38.45
27.07.2016;XU100;BIST 100;BIST 100;42;30.31
27.07.2016;XU100;BIST 100;BIST 100;63;27.53
27.07.2016;XU100;BIST 100;BIST 100;126;23.80
27.07.2016;XU100;BIST 100;BIST 100;252;23.35
28.07.2016;XU100;BIST 100;BIST 100;21;36.70
28.07.2016;XU100;BIST 100;BIST 100;42;30.28
28.07.2016;XU100;BIST 100;BIST 100;63;27.47
28.07.2016;XU100;BIST 100;BIST 100;126;23.79
28.07.2016;XU100;BIST 100;BIST 100;252;23.35
29.07.2016;XU100;BIST 100;BIST 100;21;36.70
29.07.2016;XU100;BIST 100;BIST 100;42;30.28
29.07.2016;XU100;BIST 100;BIST 100;63;27.48
29.07.2016;XU100;BIST 100;BIST 100;126;23.71
29.07.2016;XU100;BIST 100;BIST 100;252;23.25
01.08.2016;XU100;BIST 100;BIST 100;21;36.29
01.08.2016;XU100;BIST 100;BIST 100;42;30.55
01.08.2016;XU100;BIST 100;BIST 100;63;27.74
01.08.2016;XU100;BIST 100;BIST 100;126;23.83
01.08.2016;XU100;BIST 100;BIST 100;252;23.21
02.08.2016;XU100;BIST 100;BIST 100;21;36.50
02.08.2016;XU100;BIST 100;BIST 100;42;30.60
02.08.2016;XU100;BIST 100;BIST 100;63;27.81
02.08.2016;XU100;BIST 100;BIST 100;126;23.82
02.08.2016;XU100;BIST 100;BIST 100;252;23.24
03.08.2016;XU100;BIST 100;BIST 100;21;36.89
03.08.2016;XU100;BIST 100;BIST 100;42;30.76
03.08.2016;XU100;BIST 100;BIST 100;63;27.79
03.08.2016;XU100;BIST 100;BIST 100;126;23.90
03.08.2016;XU100;BIST 100;BIST 100;252;23.30
04.08.2016;XU100;BIST 100;BIST 100;21;37.28
04.08.2016;XU100;BIST 100;BIST 100;42;31.12
04.08.2016;XU100;BIST 100;BIST 100;63;27.40
04.08.2016;XU100;BIST 100;BIST 100;126;23.96
04.08.2016;XU100;BIST 100;BIST 100;252;23.38
05.08.2016;XU100;BIST 100;BIST 100;21;37.20
05.08.2016;XU100;BIST 100;BIST 100;42;30.53
05.08.2016;XU100;BIST 100;BIST 100;63;27.10
05.08.2016;XU100;BIST 100;BIST 100;126;23.95
05.08.2016;XU100;BIST 100;BIST 100;252;23.38
08.08.2016;XU100;BIST 100;BIST 100;21;38.03
08.08.2016;XU100;BIST 100;BIST 100;42;31.00
08.08.2016;XU100;BIST 100;BIST 100;63;27.43
08.08.2016;XU100;BIST 100;BIST 100;126;23.77
08.08.2016;XU100;BIST 100;BIST 100;252;23.45
09.08.2016;XU100;BIST 100;BIST 100;21;37.79
09.08.2016;XU100;BIST 100;BIST 100;42;31.06
09.08.2016;XU100;BIST 100;BIST 100;63;27.49
09.08.2016;XU100;BIST 100;BIST 100;126;23.77
09.08.2016;XU100;BIST 100;BIST 100;252;23.30
10.08.2016;XU100;BIST 100;BIST 100;21;36.85
10.08.2016;XU100;BIST 100;BIST 100;42;31.03
10.08.2016;XU100;BIST 100;BIST 100;63;27.47
10.08.2016;XU100;BIST 100;BIST 100;126;23.79
10.08.2016;XU100;BIST 100;BIST 100;252;23.23
11.08.2016;XU100;BIST 100;BIST 100;21;37.20
11.08.2016;XU100;BIST 100;BIST 100;42;31.01
11.08.2016;XU100;BIST 100;BIST 100;63;27.60
11.08.2016;XU100;BIST 100;BIST 100;126;23.82
11.08.2016;XU100;BIST 100;BIST 100;252;23.23
12.08.2016;XU100;BIST 100;BIST 100;21;36.82
12.08.2016;XU100;BIST 100;BIST 100;42;31.01
12.08.2016;XU100;BIST 100;BIST 100;63;27.67
12.08.2016;XU100;BIST 100;BIST 100;126;23.87
12.08.2016;XU100;BIST 100;BIST 100;252;23.25
15.08.2016;XU100;BIST 100;BIST 100;21;36.83
15.08.2016;XU100;BIST 100;BIST 100;42;30.99
15.08.2016;XU100;BIST 100;BIST 100;63;27.61
15.08.2016;XU100;BIST 100;BIST 100;126;23.87
15.08.2016;XU100;BIST 100;BIST 100;252;23.24
16.08.2016;XU100;BIST 100;BIST 100;21;27.13
16.08.2016;XU100;BIST 100;BIST 100;42;30.98
16.08.2016;XU100;BIST 100;BIST 100;63;27.65
16.08.2016;XU100;BIST 100;BIST 100;126;23.92
16.08.2016;XU100;BIST 100;BIST 100;252;23.23
17.08.2016;XU100;BIST 100;BIST 100;21;26.91
17.08.2016;XU100;BIST 100;BIST 100;42;30.97
17.08.2016;XU100;BIST 100;BIST 100;63;27.60
17.08.2016;XU100;BIST 100;BIST 100;126;23.66
17.08.2016;XU100;BIST 100;BIST 100;252;23.22
18.08.2016;XU100;BIST 100;BIST 100;21;26.17
18.08.2016;XU100;BIST 100;BIST 100;42;30.53
18.08.2016;XU100;BIST 100;BIST 100;63;27.59
18.08.2016;XU100;BIST 100;BIST 100;126;23.63
18.08.2016;XU100;BIST 100;BIST 100;252;23.21
19.08.2016;XU100;BIST 100;BIST 100;21;20.16
19.08.2016;XU100;BIST 100;BIST 100;42;30.45
19.08.2016;XU100;BIST 100;BIST 100;63;27.59
19.08.2016;XU100;BIST 100;BIST 100;126;23.62
19.08.2016;XU100;BIST 100;BIST 100;252;23.18
22.08.2016;XU100;BIST 100;BIST 100;21;20.27
22.08.2016;XU100;BIST 100;BIST 100;42;29.74
22.08.2016;XU100;BIST 100;BIST 100;63;27.50
22.08.2016;XU100;BIST 100;BIST 100;126;23.36
22.08.2016;XU100;BIST 100;BIST 100;252;22.93
23.08.2016;XU100;BIST 100;BIST 100;21;17.73
23.08.2016;XU100;BIST 100;BIST 100;42;29.80
23.08.2016;XU100;BIST 100;BIST 100;63;27.53
23.08.2016;XU100;BIST 100;BIST 100;126;23.36
23.08.2016;XU100;BIST 100;BIST 100;252;22.75
24.08.2016;XU100;BIST 100;BIST 100;21;18.53
24.08.2016;XU100;BIST 100;BIST 100;42;30.04
24.08.2016;XU100;BIST 100;BIST 100;63;26.83
24.08.2016;XU100;BIST 100;BIST 100;126;23.31
24.08.2016;XU100;BIST 100;BIST 100;252;22.80
25.08.2016;XU100;BIST 100;BIST 100;21;17.72
25.08.2016;XU100;BIST 100;BIST 100;42;30.03
25.08.2016;XU100;BIST 100;BIST 100;63;26.83
25.08.2016;XU100;BIST 100;BIST 100;126;23.24
25.08.2016;XU100;BIST 100;BIST 100;252;22.76
26.08.2016;XU100;BIST 100;BIST 100;21;17.75
26.08.2016;XU100;BIST 100;BIST 100;42;28.84
26.08.2016;XU100;BIST 100;BIST 100;63;26.80
26.08.2016;XU100;BIST 100;BIST 100;126;23.25
26.08.2016;XU100;BIST 100;BIST 100;252;22.77
29.08.2016;XU100;BIST 100;BIST 100;21;18.38
29.08.2016;XU100;BIST 100;BIST 100;42;29.02
29.08.2016;XU100;BIST 100;BIST 100;63;26.93
29.08.2016;XU100;BIST 100;BIST 100;126;23.26
29.08.2016;XU100;BIST 100;BIST 100;252;22.79
31.08.2016;XU100;BIST 100;BIST 100;21;17.41
31.08.2016;XU100;BIST 100;BIST 100;42;28.46
31.08.2016;XU100;BIST 100;BIST 100;63;26.89
